nm0000983,ABr3
sm2165,ABr3
nm0000983,ABr4
nm0335519,ABr4
nm0000658,ABr4
nm0001800,ABr4
nm0000511,ABr4
sm4587,MkD30
nm0000236,ABr9
sm3795,ABu10
sm1217,ABu10
nm0001441,ABu10
nm0001832,ABu10
sm2658,ABu10
sm3777,ABW40
sm1163,ABW40
sm2404,ABW40
sm273,ABW40
sm3986,ABW40
sm5904,ABW40
sm4307,ABW40
sm4184,ABz10
sm4740,ABz10
sm5503,ABz10
nm0004149,ABz10
nm0001768,ABz10
sm316,AC5
sm202,AC5
sm4092,AC5
sm5340,AC5
sm3266,AC5
sm3249,AC5
sm316,AC6
sm5583,AC6
sm1267,AC6
sm5289,AC6
sm5281,AC6
sm5916,AC7
sm5099,AC7
sm2690,C157
sm3518,C157
sm4092,C157
sm450,C157
sm3083,C157
sm3923,AC9
sm1101,AC9
sm3690,AC9
sm514,AC9
sm4196,AC9
sm3260,Z2110
sm2434,Z2110
sm3759,Z2110
sm2238,Z2110
sm715,Z2110
sm1855,Z2110
sm273,ACa40
sm78,ACa40
sm3073,ACa40
sm5014,ACa40
sm5349,ACa40
sm2669,ACa40
sm4625,ACa40
sm3213,ACa40
sm1798,ACa40
sm1646,ACa40
sm1161,ACa50
sm3650,ACa50
sm3368,ACa50
sm2518,ACa50
sm5537,ACa50
sm5904,ACa50
sm3663,ACa50
sm4456,ACa50
sm5738,ACa50
sm4530,ACa50
sm4391,ACa50
sm5537,ACa50
sm529,tt0309912
sm2235,tt0309912
sm1450,tt0309912
sm5404,tt0309912
sm2456,tt0309912
sm2518,tt0309912
nm0049607,tt0309912
sm1741,tt0309912
sm1028,tt0309912
sm3538,ACj110
nm0005162,ACj111
sm1438,ACj111
sm2406,ACj112
nm0035866,ACj112
sm746,ACj112
nm0001800,ACj113
sm5277,ACj113
sm1835,ACj113
sm4849,ACj114
sm1014,ACj114
nm0266187,ACj115
sm2283,ACj115
nm1821941,ACj115
sm1763,ACj118
sm2064,ACj118
sm1803,ACj119
nm0000602,ACj121
sm1014,ACj121
sm4569,ACj121
sm342,ACj122
nm0005162,ACj122
sm625,ACj123
sm3704,ACj124
sm4916,ACj124
sm2347,ACj125
nm0737257,ACj125
sm2793,ACj126
sm601,ACj126
sm5187,ACj127
sm3885,ACj127
sm784,ACj127
sm5832,ACj128
sm3084,ACj128
nm1831301,ACj128
sm57,ACj128
sm5399,ACt10
nm0000368,ACu15
nm0000614,ACu15
nm0002663,ACu15
nm0000569,StW9
sm1321,StW9
nm0000843,StW9
nm0609629,ACv10
sm5151,ACx10
nm0000389,ACx10
sm3558,ACx10
nm0000198,ACx12
nm0371342,ACx12
sm589,ACy10
sm44,ACy10
sm4553,ACy10
sm2732,ACy20
sm3282,ACy20
sm1870,tt0439612
sm3242,tt0439612
sm4042,AdB21
sm936,AdB21
sm2545,AdB21
nm0001609,AdI15
nm0001254,AdI15
sm4038,AdL5
sm5055,AdL5
sm340,AdL5
nm0000107,AdL6
nm0000620,AdL6
nm0926592,AdL6
nm0949744,AdL6
nm0000140,AdL10
nm0000335,AdL10
nm0000271,AdL10
sm3050,AdL10
sm4195,AdL10
nm0000209,AdL14
nm0000732,AdL14
nm0000193,AdL16
nm0000602,AdL16
nm0001624,AdL16
nm0000460,StK6
nm0000663,StK6
nm0000429,StK6
sm3028,StK6
nm0000152,AdL25
nm0000178,AdL25
sm5431,ADr10
sm3313,ADr10
sm4055,ADT9
sm5440,ADT9
sm2981,ADT12
sm1785,ADT12
sm4750,ADT12
sm1139,ADT12
sm609,ADT12
sm4414,ADT18
sm3255,ADT18
sm2889,ADT18
sm2694,ADT18
nm0001569,MeW10
nm0000169,ADv14
nm0000169,ADv15
sm2937,ADv17
nm0000194,ADv17
nm0000140,ADv22
nm0000569,ADv22
nm0001557,ADv22
nm0002004,ADv22
sm367,ADw17
sm2174,ADw17
sm7,ADw22
sm2053,ADw22
sm3375,ADw22
sm5292,ADw27
sm3799,ADw27
sm3816,ADw27
sm5327,ADw27
sm2794,ADw27
sm5357,tt0439197
sm2389,tt0439197
sm5469,tt0439197
sm5784,tt0439197
sm3937,tt0439197
sm481,tt0439197
sm4745,tt0439197
sm5357,ADw40
sm4900,ADw40
sm2183,ADw40
sm5268,ADw40
sm633,ADw40
sm5281,ADw40
sm4684,ADw40
sm4393,ADw41
sm5977,ADw41
sm623,ADw41
sm4864,ADw41
sm5180,ADw41
sm481,ADw41
sm3853,ADw41
sm661,ADw41
sm3375,ADw41
sm6004,ADw41
sm98,ADw41
sm4155,ADw41
sm2561,ADw41
sm96,tt0486728
sm293,tt0486728
sm4864,tt0486728
sm207,tt0486728
sm5268,tt0486728
sm3375,tt0486728
sm2963,ADw52
sm1247,ADw52
sm218,ADw52
sm5734,ADw60
sm40,ADw60
sm5498,ADw60
sm473,ADw60
sm5749,ADw60
nm0001654,ADw70
sm1600,ADw70
sm1860,ADw70
sm843,ADw70
sm1553,ADw70
sm5830,ADw72
sm1282,ADw72
sm1282,ADw72
sm699,ADw72
sm15,ADw72
sm4441,ADw72
sm843,ADw72
sm1302,ADw72
sm4248,ADw75
nm0001654,ADw75
sm1740,ADw75
sm143,ADw75
sm2029,ADw75
sm1351,ADw75
sm3512,ADw78
sm3815,ADw78
sm1646,ADw78
sm5640,ADw78
sm1860,ADw78
sm4777,ADw78
sm1188,ADw80
sm1740,ADw80
sm4248,ADw80
sm5342,ADw80
sm44,ADx12
nm0644680,ADx13
sm2758,ADx13
sm1307,ADx14
sm303,ADx30
nm0000442,ADx30
nm0000272,ADx37
sm1615,ADx37
sm4496,ADz10
nm0942668,ADz10
sm4949,ADz10
nm0000172,ADz15
nm0000103,ADz15
nm0005253,ADz15
nm0001488,ADz15
sm4560,AEG25
sm3315,AEG25
sm1539,AEG25
sm5152,AEG37
sm4269,AEG37
sm1244,AEG41
sm5440,AEG41
sm3176,AEG41
sm5060,AEG41
sm1755,AEG41
sm80,AEG50
sm3520,AEG50
sm5342,AEG50
sm5694,AEG50
sm3335,AEG50
sm1311,AEG50
sm4212,AEG60
sm2690,AEG60
sm1311,AEG60
sm2853,AEG60
sm1401,AEG60
sm4963,AEG60
sm2018,AEG60
sm360,AEG60
nm0018515,AEG60
sm770,AEG70
sm3334,AEG70
sm1821,AEG70
sm3756,AEG70
sm2236,AES10
sm3056,AES10
sm1708,AES11
sm632,AES11
sm176,AES70
sm182,AES70
sm293,AES70
sm4721,AES70
sm511,AES70
sm2725,AES74
sm1591,AES74
sm694,AES74
sm80,AES74
sm2236,AES80
sm3056,AES80
sm4208,AES80
sm1887,AES80
sm316,AES85
nm2421594,AES85
sm2207,AES85
sm2192,AES85
sm2469,AES85
sm2030,AES85
sm3010,AES85
sm3770,AES85
sm2511,AES85
sm116,AES85
sm2691,AES90
nm0446716,AES90
sm2,AES90
sm1103,AES90
sm1164,AES90
sm790,AES90
sm525,AES90
sm4463,AES100
sm6003,AES100
sm712,AES100
sm3348,AES100
sm4231,AES100
sm5767,AES100
nm0000017,AES100
sm3316,AES100
sm5004,AES100
sm1708,AES100
sm5500,AES100
nm0000480,AEy9
nm0000382,AEy12
nm0339304,AEy14
nm0000477,AEy14
nm0001528,AEy14
nm0000480,AEy14
nm0000453,AEy16
nm0339304,AEy16
nm0741388,AEy16
nm0914491,AEy16
nm0001631,AEy16
nm0144187,AEy18
nm0001364,AEy18
nm0004816,AfA10
sm574,AFl10
nm0000286,AFl10
nm0001038,AFl10
sm3495,AHo1
sm179,SG65
sm5583,SG65
sm1881,AG30
sm179,SG65
nm0000438,AgH1
nm0000365,AgH10
nm0531069,FWx20
nm0001487,FWx20
nm0461409,FWx20
nm0001749,FWx20
nm0000492,AgH19
nm0001035,AgH19
nm0001215,AgH19
nm0148982,AMt15
nm0785664,AMt15
nm0000800,AGl10
nm0000104,AGl10
nm0000650,AGl10
nm0221903,AGl10
sm1038,AGl12
sm773,AGl12
nm0000401,AGl12
nm0005516,AGl12
nm0002039,AGl12
nm0000438,AGl12
nm0000793,AGm10
nm0004719,AGm10
sm542,AGr10
nm0005936,AGs10
nm0005679,AGs10
nm0221042,AGs10
nm0005549,AGs10
nm0005679,AGs10
nm0007037,AGs10
sm5137,AHb20
sm1317,AHb20
nm0001434,AiE10
sm760,AII1
sm3205,AII3
sm5106,AII3
sm4829,AJa1
nm0722631,AJa1
nm0001574,AJa1
nm0001770,AJa1
sm3396,AJd10
sm3056,AJG50
sm2236,AJG50
sm1716,AJG50
sm2287,AJG50
sm1182,AJG50
nm0000130,AJo10
nm0005077,AJo10
nm0001496,AJo10
sm1750,AJP1
nm0000661,AJP1
nm0001702,AJP1
sm1878,AJP1
sm5483,AJP1
sm2452,AJP1
nm0000886,AJP2
sm4404,AJP2
sm1144,AJP2
nm0200124,AJP2
nm0000602,AJP3
nm0000163,AJP3
sm5690,AJP3
sm267,AJP3
sm2444,AJP3
nm0000719,AJP3
sm65,AJP3
nm0000880,AJP3
nm0000608,AJP5
sm953,AJP5
nm0000298,AJP5
nm0000102,AJP5
sm1750,AJP6
nm0001434,AJP6
sm1144,AJP6
nm0000658,AJP7
nm0000177,AJP7
sm3340,AJP7
nm0000148,AJP15
sm2728,AJP15
nm0000627,AJP15
sm1323,AJP15
sm5890,AJP15
nm0000210,AJP25
nm0000243,AJP25
nm0191685,AJP25
sm1144,AJP25
nm0001334,AJP25
nm0000148,AJP29
nm0000093,AJP29
sm482,AJP29
nm0001852,AJP29
nm0001523,AJP29
sm332,AJs1
sm323,AJs1
sm2723,AJs1
sm5432,AJs1
sm1844,AK50
sm4466,AK50
sm3053,AK57
sm4055,AK57
sm293,AK57
sm308,AK57
sm2997,AK57
sm3117,AK90
sm3865,AK90
sm87,AK90
sm5828,AK90
sm137,AK90
nm0653669,AKa15
nm0896801,AKa15
nm0000187,AKe1
nm0000928,AKe1
nm0000126,AKe1
nm0000886,AKe1
sm4291,AKe5
nm0000409,AKe5
sm2809,AKe5
nm0001131,AKe5
nm0357979,AKe5
nm0000683,AKe5
sm3471,AKj11
sm1366,AKj11
sm3960,AKj11
sm5732,AKj12
sm1045,AKj12
nm0000602,AKj13
sm3847,AKj13
nm0662981,AKj14
nm0627878,AKj15
sm5906,AKj15
sm2582,AKj16
sm5064,AKj16
sm1492,AKj16
sm5098,AKj16
sm1644,AKj17
nm0001136,AKj17
nm1498226,AKj17
sm1373,PlA120
sm991,PlA120
sm3119,AKj20
sm4557,AKj20
sm765,AKj21
sm3676,AkK7
sm4995,AkK7
sm3676,AkK11
nm0605271,AkK11
sm4995,AkK11
sm2962,AkK12
sm3676,AkK14
sm4995,AkK14
sm4995,AkK15
sm3676,AkK20
sm3676,AkK22
sm3676,AkK23
nm7014801,AkK28
nm0619938,AkK28
nm7014801,AkK29
nm0000217,AkK29
nm0000152,AkK30
nm0000685,AKo10
nm0000616,AKo10
nm0373600,AKo10
sm3594,AKo10
nm0000230,AKo15
nm0000621,AKo15
nm0000159,AKo15
sm2541,AKo15
nm0001364,AKo15
sm82,AKu10
sm573,AL8
nm0201638,AL8
sm984,AL10
sm573,AL10
sm4501,AL10
sm3250,AL10
sm1067,AL10
sm2644,AL10
sm4685,AL11
sm2652,AL11
sm1139,AL11
sm4170,AL11
sm4122,AL11
sm3182,AL11
sm573,AL12
sm1244,AL12
sm4113,AL12
sm5754,AL12
sm5784,AL12
sm1211,AL12
sm1234,AL12
sm2213,AL12
sm1105,AL12
sm3253,AL12
sm1890,AL13
sm4064,AL13
sm4982,AL13
sm3642,AL13
sm1110,AL13
sm4122,AL13
sm3182,AL13
sm4685,AL14
sm3278,AL14
sm4821,AL14
sm5181,AL14
sm729,AL16
sm4982,AL16
sm1125,AL16
sm1139,AL16
sm2828,AL16
sm3575,AL16
sm5426,AL16
nm0000063,AL16
sm1749,AL20
sm2995,AL21
sm4608,AL21
sm1092,AL21
sm369,AL21
sm1586,AL21
sm1045,AL21
sm1299,AL22
sm2458,AL22
sm3023,AL22
sm1586,AL22
sm535,AL22
sm4228,AL22
sm4852,AL22
sm426,AL26
sm670,AL26
sm2325,AL26
sm2552,AL26
sm5321,AL26
sm232,AL26
sm1345,AL26
sm4852,AL26
sm670,tt0470913
sm2842,tt0470913
sm3829,tt0470913
sm3434,tt0470913
sm3925,AlA10
sm826,AlA10
sm826,AlA10
nm0089185,AlA10
nm0009969,AlA10
sm1549,AlA10
sm5319,AlA10
nm0204825,AlA10
sm1173,AlA50
sm826,AlA50
sm471,AlA50
sm2998,AlA50
sm1813,AlA50
sm3927,AlB10
nm0329029,AlB10
sm1686,AlB10
sm1353,AlC10
sm3396,AlC14
sm1332,AlC20
nm0110507,AlC20
sm4821,ALe1
sm3435,ALe1
sm1946,ALe1
sm338,ALe1
sm5371,ALe1
sm511,ALe1
sm333,ALe1
sm4821,ALe2
sm3031,ALe2
sm4535,ALe2
sm1974,ALe2
sm3062,ALe2
sm3471,ALe4
sm1888,ALe4
sm5701,ALe4
sm4229,ALe4
sm5033,ALe4
sm3058,ALe4
sm2032,ALe4
sm5830,ALe7
sm1687,ALe7
sm1878,ALe7
sm5037,ALe7
sm1181,ALe7
sm678,ALe7
sm1182,AlG11
sm1182,AlG11
sm3093,AlG11
sm3890,AlG11
sm5357,AlH8
sm3635,AlH8
sm458,AlH8
sm4159,AlH8
sm452,AlH8
sm5977,AlH21
sm3691,AlH21
sm2147,AlH21
sm1887,AlH21
sm2199,AlH21
sm3777,AlH24
sm2489,AlH24
sm2853,AlH24
sm4472,AlH24
sm2432,AlH24
sm2057,AlH30
sm486,AlH30
sm1311,AlH30
sm1839,AlH30
sm4,AlH30
sm5953,AlH38
sm3691,AlH38
sm4507,AlH38
nm0000195,ALi10
sm575,ALi10
sm2888,ALi10
sm210,ALi10
nm0035866,ALi10
sm4271,ALi15
nm0000655,ALi15
nm0000843,EL67
nm0000316,EL67
sm3488,EL67
nm0000502,EL67
sm1686,EL67
sm4628,EL67
nm0001164,EL67
sm2154,EL67
sm850,AlM10
sm5452,AlM10
sm3011,AlM10
nm0000199,AlP15
nm0000228,AlP15
nm0000213,AlP15
nm0000285,AlP15
nm0001644,AlP15
sm5986,AlP15
sm987,AlR1
sm2897,AlR1
sm248,AlR1
sm740,AlR1
sm1730,AlR1
nm0002039,AlR1
sm2885,ALs10
sm4129,ALs10
sm2502,ALs10
sm3215,AlT10
sm4685,ALv10
sm1999,ALv10
sm5195,ALv10
sm2191,ALv10
sm5841,ALv10
sm465,ALv10
sm5547,ALv10
sm2490,ALv100
sm5846,ALv100
sm3880,ALv100
nm0001228,ALv101
sm1578,ALv101
sm5785,ALv101
sm163,AlW40
sm5977,AlW40
sm2761,AlW40
nm0950000,AlW40
sm5078,AlW40
sm5784,AlW40
sm3865,AlW40
sm4501,AlW60
sm661,AlW60
sm6004,AlW60
sm3290,AlW60
sm2864,AlW60
sm963,AlW60
sm5180,AlW60
sm2030,AlW60
sm85,AlZ4
sm3611,AlZ4
sm5884,AlZ4
sm5761,AlZ5
sm284,AlZ5
sm4953,AlZ5
sm1058,AlZ5
sm821,AlZ5
sm378,AM12
sm2949,AM12
sm2507,AM18
sm1244,AM18
sm522,AM18
sm5429,AM18
sm1755,AM18
sm2191,AM18
sm2061,AM18
sm2290,AM18
sm3545,AM20
sm4064,AM20
sm522,AM21
sm1755,AM21
sm4982,AM21
sm4846,AM21
sm4607,AM21
sm16,AM21
sm2290,AM21
sm2422,AM21
sm3182,AM21
sm588,AM21
sm2199,AM21
sm2316,AM21
nm2479136,AM23
sm4501,AM23
sm5490,AM23
sm293,AM23
sm2174,AM23
sm281,AM23
sm4463,AM27
sm403,AM27
sm4333,AM27
sm4021,AM27
sm1937,AM27
sm1808,AM29
sm1570,AM29
sm343,AM29
sm1131,AM29
sm2147,AM29
sm4775,AM31
sm3775,AM31
sm286,AM31
sm3699,AM31
sm3002,AM31
sm4721,AM31
sm3460,AM35
sm3459,AM35
sm3461,AM35
sm1444,AM35
sm1001,AM35
sm4939,AM35
sm3888,AM36
sm4472,AM36
sm343,AM36
sm4827,AM36
sm2469,AMa10
sm1770,AMa10
sm3818,AMa10
sm2401,AMa10
sm5734,KeA26
sm3747,KeA26
sm1749,KeA26
sm4786,KeA26
nm0001768,KeA26
nm0001822,KeA26
sm4826,KeA26
sm456,KeA26
sm1687,KeA26
sm2555,KeA26
sm3723,KeA26
sm3552,KeA26
sm5812,KeA26
sm1770,KeA26
sm54,KeA26
sm4059,KeA26
sm713,KeA26
sm5494,KeA26
sm2916,KeA26
sm1220,KeA26
sm4487,KeA26
sm706,KeA26
sm2498,KeA26
sm3062,KeA26
sm5431,KeA26
sm1933,KeA26
sm2097,KeA26
sm1038,KeA26
sm302,KeA26
sm162,KeA26
sm2732,KeA26
sm131,AMa56
sm4892,AMa56
sm3794,AMa56
sm2916,AMa56
nm0758130,AMa60
sm21,AMa60
sm2558,AMa60
sm4066,AMa60
sm609,AMa61
sm1520,AMa61
nm0446225,AMa61
sm3524,AMa61
sm5960,AMa61
sm5399,AMa61
nm0001082,AMc15
nm0608090,AMc15
sm5547,AMD10
nm0000947,AMD10
nm0001902,AMD10
sm62,AMD10
sm5143,AMD10
sm5547,AMD13
sm3163,AMD13
sm652,AMD16
sm959,AMD16
sm5168,AMD16
sm126,AMD16
sm2558,AMg7
sm4358,AMg7
nm0000576,AmH10
nm0000121,AmH10
nm0000492,AmH10
nm0001680,AmH10
nm0001662,AmH10
sm1528,AmH10
sm5677,AmH10
nm0000655,AmH10
nm0000331,AmH13
nm0000350,AmH13
sm2408,AmH13
sm199,AmH13
sm199,AmH13
sm2588,AmH13
nm0004755,AmH25
nm0001427,AmH25
nm0828980,AMi10
nm0000614,AMi10
nm0540585,AMi10
nm0000369,AMi12
nm0000146,AMi15
nm0000300,AMi15
nm0000218,AMi15
nm0004710,AMi15
nm0000147,AMi15
nm0000354,AMi19
nm0000179,AMi19
nm0000569,AMi19
nm0000949,AMi19
nm0000450,AMi19
nm0001136,AML1
sm2620,AmM10
nm0001028,AmM10
nm0000263,AmN1
nm0000237,AmN1
nm0001719,AmN1
nm0001820,AmN1
nm0001156,AmN1
nm0000246,AmN1
nm0000483,AMr10
nm0000661,AMy3
sm1750,AMy3
sm575,AMy3
sm2392,AMy3
nm0001698,AMy3
sm2944,AMy10
sm2392,AMy10
sm642,AMy10
sm669,AMy10
sm1923,AMy18
sm5077,AMy18
sm2215,AMy18
nm0455886,AMy18
nm0566783,AMy18
sm210,AMy18
sm2215,AMy18
sm5077,AMy20
nm0662981,AMz1
nm0000643,AMz1
nm0001098,AMz5
sm2799,AMz5
nm0000885,AMz5
sm3372,AN10
sm1746,AN10
sm4234,AN10
sm3717,AN10
sm1220,AN10
sm2208,AN10
sm1894,AnA10
sm5611,AnA10
nm0000572,AnB5
nm0001001,AnB5
sm4112,AnB10
sm5690,AnB10
sm3624,AnB10
sm2861,AnB10
nm0000111,HL8
nm0000008,HL8
sm3708,HL8
sm2888,HL8
sm395,HL8
sm4858,HL8
nm0000193,AnB26
nm0000608,AnB26
nm0005077,AnC10
sm3241,AnC10
sm3780,AnC10
sm5982,AnC10
sm3189,AnC10
sm311,AnC10
sm5999,AnC10
sm2995,ANe10
sm4801,ANe10
nm0000179,ANi10
nm0000235,ANi10
sm3160,AnL10
nm0000177,AnL12
nm0000260,AnL12
nm0000244,AnL12
nm0000704,AnL12
nm0000207,AnL12
nm0001497,AnL12
nm0000668,AnL13
nm0000110,AnL13
nm0000307,AnL13
nm0001497,AnL15
nm0048932,AnL15
nm0942482,AnL15
nm0000706,AnL15
sm5152,AnM16
sm2570,AnM16
sm1080,AnM16
sm116,AnM16
sm4708,AnM16
sm2013,AnM16
sm535,AnM16
sm1764,AnM16
sm1301,AnM16
sm5989,AnM16
sm3856,AnM17
sm5215,AnM20
sm5215,AnM22
sm2828,AnM22
sm5215,AnM24
sm4786,AnM24
sm5215,AnM25
sm90,AnM25
sm3818,AnM25
sm1444,AnM25
sm3029,AnM25
sm167,AnM25
sm2950,AnM25
sm3203,AnM25
sm5215,AnM27
sm90,AnM27
sm3255,AnM27
sm5215,AnM28
sm3034,AnM30
sm1752,AnM30
sm4414,AnM30
sm738,AnM30
sm379,AnM30
sm1540,AnM30
sm3722,AnM30
sm4786,AnM32
sm4507,AnM32
sm3846,AnM32
sm1536,AnM32
sm4786,AnM33
sm4507,AnM33
sm3251,AnM33
sm2157,AnM33
sm3238,AnM33
sm3846,AnM33
sm5120,AnM33
sm1860,AnM33
sm2595,AnM33
sm3006,AnM33
nm2479136,AnM34
sm1762,WR40
sm4857,WR40
sm343,WR40
sm5319,WR40
sm4127,WR40
sm3567,WR40
sm4066,WR40
sm3527,WR40
sm3846,WR40
sm2795,WR40
sm5820,WR40
sm1216,WR40
sm5100,WR40
nm0000032,AnM37
sm3242,AnM37
sm5542,AnM37
sm4172,AnM37
sm1824,AnM37
sm4517,AnM37
sm3215,AnM37
sm2298,AnM37
sm4928,AnM37
sm2482,AnM37
sm5870,AnM37
nm0001626,AnM40
sm571,AnM40
sm3471,AnM40
sm3242,AnM40
sm2597,AnM40
sm4372,AnM40
sm4444,AnM40
sm1687,AnM40
nm0001725,AnM40
sm107,AnP7
sm4450,AnP7
sm5016,AnP7
sm5579,AnP7
sm5519,AnP7
sm4977,H31
nm0001285,H31
sm3031,H31
sm3215,H31
sm3259,H31
sm2237,AnP18
sm2438,AnP18
nm0001722,AnP18
sm670,CDM68
sm1039,AnS1
sm2691,AnS1
sm3448,AnS1
sm568,AnS1
sm4684,AnS3
sm2486,AnS3
sm5872,AnS3
sm109,AnS3
sm740,AnS3
sm1262,AnS15
sm2720,AnS15
sm673,JuD10
sm590,JuD10
sm3743,JuD10
sm4229,JuD10
sm533,tt0307479
sm269,tt0307479
sm5968,tt0307479
sm2717,AnT16
sm925,AnW10
nm0000281,APa5
nm0000149,APa5
nm1530399,APa6
nm0000285,APa6
sm3729,APa6
nm0001642,APa6
nm0000457,APa6
sm775,APa7
sm322,APa7
sm1273,APa7
nm0001087,APa7
sm3613,APa7
nm0000473,APa12
nm0001215,APa12
sm81,APa12
sm2408,APa12
nm0000473,APa12
nm0000693,APa12
nm0000432,APa20
nm0000353,APa20
nm0000531,APa20
nm0000374,APa20
nm0864997,APa20
nm0000598,APa24
nm0302345,APa25
nm0000187,APa30
nm0000104,APa30
nm0000596,APa30
sm4280,APe10
sm4850,APe10
nm0001194,APe10
nm0324845,APl10
nm0880186,APk10
nm0704648,APk10
nm0476004,APk10
sm1890,APo10
sm2013,APo10
sm5888,APo10
sm4580,APo10
nm0001201,APo40
sm378,APo40
nm0000602,APo43
sm4733,APo43
sm491,APo43
sm947,APo43
sm5272,APo43
sm3088,APr10
sm2530,APr10
nm0446314,APr10
nm0001722,APr12
nm0000458,APr12
nm0000662,APr12
nm0000124,APr12
sm2488,APy10
sm380,APy10
sm3314,APy10
sm3357,APy10
sm3298,APy10
nm0491590,APy15
sm4941,AR5
sm383,AR8
sm573,AR8
sm4279,AR8
sm3229,AR8
nm0723623,AR8
sm1332,AR8
sm1956,AR10
sm521,AR10
nm0001831,AR10
sm5262,AR10
sm2914,ARa10
sm4593,ARa10
sm1058,ARa10
sm1144,ARb1
sm5323,ARb1
sm468,ARb1
sm3607,ARb1
sm2728,ARb1
sm4659,ARb1
sm5472,ArF10
nm0726166,ArF10
sm5481,ARG2
nm1303907,ARG2
sm3652,ArH101
sm2490,ArH102
sm1770,ArH104
sm2095,ArH104
sm1398,ArH105
sm4759,ArH105
sm4809,ArH106
sm1311,ArH107
sm2672,ArH107
sm2802,ArH107
sm202,ArH108
sm3636,ArH108
sm1014,ArH108
sm372,ArH109
sm1461,ArH109
sm2718,ArH110
sm1473,ArH110
sm2283,ArH111
sm1835,ArH111
sm1005,ArH112
sm2123,ArH112
sm342,ArH112
sm1810,ArH113
sm5064,ArH114
sm5969,ArH115
nm0001687,ArH115
nm1578125,ArH115
nm0908109,ArH116
sm3437,ArH116
sm1731,ArH117
sm4986,ArH118
sm1747,ArH118
sm3126,ArH207
sm1326,ArH207
sm299,ArH207
sm3613,ArH207
sm3764,ArH207
sm4112,LAr3
sm3319,LAr3
sm3691,LAr3
sm3418,LAr3
nm0000169,LAr3
sm3490,ArH209
nm0822972,ArH209
sm2252,ArH209
nm0335519,ArH209
sm5113,ArH209
sm4888,ArH210
nm0001671,ArH210
sm2534,ArH210
sm1511,ArH210
sm3401,ArH210
sm953,ArH215
sm5831,ArH215
sm4427,ArH215
sm3563,ArH215
nm0266187,tt0314786
nm0000273,tt0314786
nm0000199,ArH217
sm763,ArH217
sm5761,ArH217
sm1380,ArH217
nm0454418,ArH217
sm2092,ArH217
nm0000462,ArH218
sm4126,ArH218
nm0002122,ArH218
sm2414,ArH218
sm2406,ArH218
sm4104,ArH218
sm3787,ArH220
nm0005460,ArH220
nm0827973,ArH220
nm0000188,ArH225
nm0001301,ArH225
sm2606,ArH225
sm3071,ArH225
sm1433,ArH225
nm0000560,ArH227
nm0001851,ArH227
nm0002139,ArH227
nm0001494,ArH227
sm3884,ArH227
nm0307255,ArH227
sm1216,ArH227
sm5831,ArH230
sm4427,ArH230
nm0000228,ArH230
nm0001875,ArH230
nm0000422,ArH236
sm2588,ArH240
nm0000230,ArH240
nm0000329,ArH240
nm0005092,ArH240
