24,H1
24,H3
24,H7
24,H8
25,H9
25,H10
25,H11
25,H12
25,H13
26,H14
25,H15
25,H16
25,H17
27,H18
25,H19
28,H20
24,H21
29,H22
28,H23
25,H24
26,H25
30,H25
25,H26
25,H27
25,H28
25,H29
25,H30
25,H31
24,H32
24,H33
25,H34
26,H35
25,H36
25,H37
25,H38
25,H39
25,H42
25,H43
25,H44
25,H45
24,H46
25,H47
25,H48
25,H49
25,H50
25,H51
25,H52
25,H53
25,H57
25,H61
31,H61
25,H65
25,H69
25,H73
25,H79
25,H80
25,H81
25,H82
25,H83
25,H84
32,H40
32,H41
25,H54
25,H55
25,H56
25,H58
25,H59
25,H60
25,H62
25,H63
25,H64
25,H66
25,H67
25,H68
25,H70
25,H71
25,H72
25,H74
25,H75
25,H76
25,H77
25,H78
31,WKD10
30,WKD50
31,ALu2
31,ALu3
30,ALu5
31,ALu6
33,ALu30
30,ESP9
30,ESP10
34,ESP11
34,ESP12
24,ESP25
24,ESP26
24,ESP27
24,ESP28
24,ESP40
35,GMs4
36,GMs6
37,GMs6
36,GMs8
38,GMs20
24,AMv10
38,WRB10
24,CPa50
39,WHa1
40,WHa8
32,WMc10
27,ThE10
40,ThE10
32,JaC1
34,JaC10
34,JaC15
34,JaC20
34,JaC23
32,JaC25
27,JaC28
34,GKS60
41,LMi1
41,LMi5
24,LMi23
24,LMi25
24,LMi35
24,DWG7
24,DWG8
24,DWG9
40,DWG10
30,DWG11
34,DWG15
24,DWG27
40,DWG40
34,DWG49
24,DWG50
42,DWG51
42,DWG52
24,DWG52
24,DWG55
24,DWG57
26,DWG58
24,DWG64
42,DWG67
34,DWG71
24,DWG71
24,DWG72
31,DWG72
40,DWG80
26,Z0210
26,Z0220
26,Z0230
26,Z0240
26,Z0250
26,Z0260
26,Z0270
37,EiC10
41,GdL10
24,MCs2
24,MCs3
24,MCs10
37,WMk10
26,FkP10
24,GlS10
43,ISB10
24,ThB10
24,ThB30
24,ThB55
24,UgF10
26,UgF12
32,APv11
24,AuB10
34,ThI10
34,ThI18
34,ThI33
38,ThI40
34,ThI65
24,UrG10
24,WmH10
24,ADw5
24,ADw6
32,ADw17
32,ADw22
26,ADw27
26,ADw35
24,ADw40
33,ADw45
27,ADw52
33,ADw60
34,ADw70
34,ADw72
34,ADw75
32,ADw78
24,ADw80
24,AEG37
24,AEG41
28,AEG50
40,AEG60
27,AEG60
40,AEG70
27,AEG70
44,JCw41
26,JCw44
30,JCw50
24,JCw53
42,JCw57
24,JCw61
26,JCw62
30,JDu10
45,MaT10
24,MaT25
24,MaT27
45,MaT40
40,LMe10
24,LoW3
24,LoW5
27,LoW11
25,ME180
25,ME240
30,MSe10
30,MSe15
30,MSe18
30,MSt30
24,MSt30
26,MSt40
24,MSt53
41,SiO10
41,SiO30
24,VSj1
24,VSj6
40,VSj7
24,VSj8
45,Z1210
45,Z1220
45,Z1230
24,ElR10
26,NOx20
46,AcG10
34,BuG10
27,CDM0
34,CDM1
24,CDM3
24,CDM5
24,CDM6
24,CDM7
24,CDM9
24,CDM15
24,CDM17
24,CDM18
24,CDM19
24,CDM22
34,CDM32
26,CDM40
42,CDM45
42,CDM51
24,CDM55
42,CDM56
24,CDM59
34,CDM64
42,CDM68
32,CDM68
42,CDM75
42,CDM77
42,CDM78
26,CDM78
42,CDM79
42,CDM80
24,EGz10
24,GBS10
24,GBS20
24,GBS30
24,GBS40
31,GBS42
24,GBS90
24,GBS92
34,GBS92
24,GBS93
24,GBS95
24,GBS96
24,GBS97
24,GBS98
24,GBS100
24,GBS102
24,GBS103
30,GBS110
34,GBS115
24,GBS120
30,GBS130
30,GBS132
24,GBS140
30,GBS144
30,GBS145
30,GBS150
24,BHd10
24,DGP1
33,HBn5
38,HBn8
26,HBn25
33,HBn30
33,HBn40
24,HHS1
24,HHS3
24,HHS6
24,HHS8
31,HHS9
31,HHS12
31,HHS13
31,HHS14
31,HHS15
31,HHS16
31,HHS22
31,HHS24
31,HHS26
31,HHS28
31,HHS36
31,HHS38
31,HHS48
31,HHS50
32,Z4210
32,Z4215
32,Z4220
32,Z4222
32,Z4225
32,Z4230
32,Z4240
30,ADA10
24,AK50
24,AK59
26,AK90
40,AK90
30,AK96
24,CC1
24,CC43
30,CC50
30,CC52
30,CC62
30,CC66
24,CC68
24,CC70
24,CC72
24,CC73
30,CC75
30,CC78
30,CC80
24,CC80
30,CGl10
42,CGl42
42,CGl44
42,CGl46
42,CGl48
24,CGl115
30,CWl10
31,ECs10
24,ECs10
30,El9
30,El13
30,El15
24,EL19
24,EL21
30,EL28
24,EL29
24,EL31
30,EL33
30,EL34
30,El35
24,EL36
24,EL37
24,EL38
24,EL39
24,EL40
26,EL42
26,EL44
40,EL44
30,EL46
26,EL48
27,EL52
27,EL53
27,EL54
26,EL56
27,EL56
26,EL57
27,EL61
30,EL63
26,EL64
26,EL65
30,EL67
26,EL68
26,EL69
24,PFo10
42,PFo10
33,PFo10
24,PFo15
24,PFo20
24,PFo25
24,ReB8
24,ReB10
24,ASa14
24,ASa29
24,ASa30
26,ASa31
24,ASa34
30,ASa39
24,ASa41
24,ASa47
24,ASa49
40,ASa50
24,ASa51
24,ECa62
27,ECa64
32,ECa65
47,GD19
26,GMf20
24,GMf21
26,GMf40
26,GMf50
39,GMf60
24,GMf70
24,GuS10
24,GuS12
40,IGA50
40,IGA70
30,JGE10
41,JGE18
42,JGE20
24,JGE25
24,JMa30
30,LaW10
39,LFl30
48,LFl50
45,LFl70
32,RaW2
30,RaW20
24,RaW47
32,RaW59
40,RaW59
27,RaW59
27,RaW60
45,RaW62
40,RaW63
26,RaW64
32,RaW66
24,RaW72
27,RaW73
34,RaW75
34,RaW77
32,RaW78
34,RaW80
26,RaW82
24,RaW85
24,RaW87
30,SG30
40,SG33
40,SG37
40,SG43
28,SG54
24,SG60
24,SG66
28,SG69
28,SG71
30,SG71
31,WDT10
26,WDT19
24,WDT27
24,Z1510
24,Z1512
24,Z1514
24,Z1516
24,Z1518
24,Z1520
24,Z1522
24,Z1524
24,Z1526
24,Z1528
24,Z1530
24,Z1532
24,Z1536
24,Z1538
24,Z1540
24,Z1542
24,Z1544
24,Z1546
24,Z1548
24,Z1550
24,Z1552
24,Z1554
24,Z1556
24,Z1558
24,Z1560
24,Z1562
24,Z1564
24,Z1566
24,Z1568
24,Z1570
24,Z1572
30,Z1578
40,AG20
42,AG20
24,AG30
40,AG40
42,AG40
24,AG50
41,AG65
41,AG70
49,ECn167
34,ECn168
30,ECn168
30,ECn169
27,ECn177
30,ECn177
24,HK25
27,HK30
30,HK50
24,HK56
41,HK58
24,HK66
27,HK67
32,HK69
24,HK76
40,HK77
32,HK80
25,HK82
34,HK83
42,HK86
32,HK89
26,HK89
26,HK91
32,HK92
32,HK94
30,JqF4
30,JqF6
24,JqF25
24,JqF30
30,JqF40
32,JqF50
26,JqF50
24,MaN30
30,MaN35
26,MaN40
24,SFr42
30,SFr42
30,SFr43
24,SFr46
24,SFr60
34,EJL10
26,WDM3
26,WDM5
24,AbA10
50,BsK4
30,BsK6
30,BsK16
30,BsK19
30,BsK21
30,BsK22
30,BsK23
30,BsK24
30,BsK25
30,BsK26
30,BsK27
24,FbM10
24,FLl4
24,FLl7
24,FLl10
40,FLl30
24,FLl40
24,FLl59
26,FLl62
24,FLl70
32,FLl75
34,FLl80
24,FLl85
40,FLl85
32,FLl89
33,FLl99
27,GM190
34,GM200
40,GM222
51,GM223
30,GM225
24,GM226
24,GM227
34,GM235
40,GM237
24,GM237
26,GM237
30,GM238
30,GM240
34,GM240
30,GM242
34,GM300
25,GM305
30,GM305
30,GM310
30,HL1
30,HL2
30,HL3
30,HL4
31,HL4
30,HL8
30,HL20
34,IF15
34,IF43
30,IF75
24,IF76
24,IF78
41,IF79
26,IF81
24,IF83
34,IF86
40,IF87
34,IF88
24,IF91
24,IF92
52,IF94
34,IF99
34,IF100
34,IF101
34,IF103
24,IF106
32,IF108
30,IF111
33,IF111
33,IF112
34,IF112
24,IF115
34,IF120
30,IF125
34,IF129
24,IF135
30,ISR5
39,ISR10
39,ISR30
25,RWN10
39,RWN15
25,RWN20
25,RWN24
25,RWN26
25,RWN28
25,RWN30
25,RWN34
25,RWN36
25,RWN38
25,RWN44
25,RWN46
40,RyB8
30,RyB9
37,RyB9
24,RyB10
24,RyB12
27,RyB14
34,RyB18
30,ViS5
24,ViS58
34,ViS60
27,ViS81
27,ViS83
30,ViS84
30,ViS86
30,ViS87
28,ChB9
24,EvS1
27,EvS6
24,EvS7
32,FrN3
53,FrN4
32,FrN5
32,FrN8
24,FrN11
24,IMS20
24,IMS25
26,IMS30
40,IMS35
24,IMS40
30,IMS50
24,IMS60
24,JKm10
30,KV24
30,KV25
24,KV26
24,KV27
26,KV34
24,KV34
24,KV38
24,KV40
32,KV42
24,KV50
27,KV54
30,KV55
26,KV56
34,KV56
24,KV58
24,KV59
26,KV60
34,KV61
54,KV62
24,TB34
39,TB35
39,TB55
39,TB60
39,TB67
39,TB70
30,WAS77
30,WAS80
26,WAS80
30,WAS82
27,WAS83
30,WAS85
30,WAS95
30,WAS100
26,WAS112
27,WAS112
26,WAS115
30,WAS125
26,WAS130
34,WvD33
24,WvD34
24,WvD36
30,WvD49
26,WvD49
24,WvD50
30,WvD51
27,WvD53
30,WvD54
26,WvD54
55,WvD56
30,WvD57
26,WvD57
27,WvD58
30,WvD60
42,WvD64
40,WvD64
26,WvD65
28,WvD67
30,WvD67
30,WvD69
30,WvD70
26,WvD72
25,WvD75
30,WvD76
30,WvD79
24,WvD79
24,AbP10
24,AbP50
42,C40
39,C91
28,C94
32,C104
32,C106
