sm963,E.E. Clive,1879
sm964,Al Cliver,
sm965,Rosemary Clooney,1928
sm966,Raymond Cloutier,
sm967,Suzanne Cloutier,1927
sm968,Vera Clouzot,1921
sm969,Alec Clunes,1912
sm970,Andy Clyde,1892
sm971,June Clyde,
sm972,Lee J. Cobb,1911
sm973,Charles Coburn,1877
sm974,Steve Cochran,1917
sm975,James Coco,1928
sm976,Ann Codee,1890
sm977,Lew Cody,1884
sm978,George Coe,
sm979,Peter Coe,1929
sm980,Tristam Coffin,
sm981,George M. Cohan,1878
sm982,Mindy Cohen,
sm983,Nicholas Colasanto,
sm984,Claudette Colbert,1905
sm985,Mabel Colcord,
sm986,George Cole,1925
sm987,Nat King Cole,1919
sm988,Rosalie Cole,
sm989,Robert Coleby,
sm990,Charles Coleman,1885
sm991,Dabney Coleman,
sm992,Gary Coleman,1968
sm993,Nancy Coleman,1917
sm994,David Colin jr.,
sm995,Jean Colin,1905
sm996,Bonar Colleano,1924
sm997,Kenneth Colley,
sm998,Constance Collier,1878
sm999,Dan Collier,
sm1000,John Collier,1931
sm1001,Lois Collier,1919
sm1002,Patience Collier,
sm1003,Richard Collier,1919
sm1004,William Collier,1866
sm1005,Patricia Collinge,1892
sm1006,Cora Sue Collins,1927
sm1007,Eddie Collins,1884
sm1008,Joan Collins,1933
sm1009,Lewis Collins,1946
sm1010,Phil Collins,
sm1011,Ray Collins,1890
sm1012,Pauline Collins,1940
sm1013,Roberta Collins,
sm1014,Russell Collins,1897
sm1015,June Collyer,1891
sm1016,Richard Colman,1891
sm1017,Ronald Colman,1891
sm1018,Scott Colomby,
sm1019,Miriam Colon,
sm1020,Willie Colon,
sm1021,Jerry Colonna,1903
sm1022,Tita Colorado,
sm1023,Norman Combes,
sm1024,Frederick Combs,
sm1025,Dorothy Comingore,1913
sm1026,The Commodores,
sm1027,Betty Compson,1896
sm1028,Fay Compton,
sm1029,Joyce Compton,1907
sm1030,Oliver Conant,
sm1031,Chester Conklin,1888
sm1032,Jimmy Conlin,1884
sm1033,Didi Conn,
sm1034,Betty Connell,
sm1035,Chris Connelly,
sm1036,Jenifer Connelly,
sm1037,Neil Connery,1938
sm1038,Sean Connery,1929
sm1039,Walter Connolly,1887
sm1040,Kenneth Connor,1918
sm1041,Chuck Connors,1937
sm1042,Michael Connors,1925
sm1043,Mike Connors,1925
sm1044,Touch Connors,1925
sm1045,William Conrad,1920
sm1046,Hans Conried,1917
sm1047,John Considine,
sm1048,Tim Considine,
sm1049,Michel Constantin,
sm1050,Richard Conte,1914
sm1051,Mario Conti,
sm1052,Frank Converse,1938
sm1053,Bert Convy,1932
sm1054,Gary Conway,1938
sm1055,Morgan Conway,1903
sm1056,Tim Conway,1933
sm1057,Carolyn Conwell,
sm1058,Jackie Coogan,1914
sm1059,Clyde Cook,1891
sm1060,Elisha Cook jr.,1902
sm1061,Fielder Cook,1923
sm1062,Perry Cook,
sm1063,Peter Cook,1937
sm1064,Alice Cooper,
sm1065,Dame Gladys Cooper,1888
sm1066,Jackie Cooper,1921
sm1067,Melville Cooper,1896
sm1068,Miriam Cooper,1900
sm1069,Terrec Cooper,
sm1070,Robert Coote,1909
sm1071,Gretchen Corbett,1947
sm1072,Harry H. Corbett,1925
sm1073,Ellen Corby,1913
sm1074,Kevin Corcoran,1949
sm1075,Alex Cord,1931
sm1076,Lola Cordova,
sm1077,Raymond Cordy,1898
sm1078,Irwin Corey,
sm1079,Jeff Corey,1914
sm1080,Wendell Corey,1914
sm1081,Judy Cornwell,
sm1082,Adrienne Corri,1930
sm1083,Douglas Wrong Way Corrigan,1907
sm1084,Lloyd Corrigan,1900
sm1085,Salvatore Corsitto,
sm1086,Bud Cort,1950
sm1087,Valentina Cortesa,1924
sm1088,Joseph Cortese,
sm1089,Ricardo Cortez,1899
sm1090,Nicholas Cortland,
sm1091,Henry Cory,
sm1092,Wendell Cory,
sm1093,Cybil Cosack,
sm1094,Ernest Cosart,
sm1095,Bill Cosby,1938
sm1096,Howard Cosell,1919
sm1097,Rich Cosentino,
sm1098,James Cossins,1933
sm1099,Caroline Tula Cossey,1955
sm1100,Desiree Costeau,
sm1101,Dolores Costello,1905
sm1102,Helene Costello,1904
sm1103,Lou Costello,1906
sm1104,Joseph Cotten,1905
sm1105,George Coulouris,1903
sm1106,Carolyn Courage,
sm1107,Hazel Court,1926
sm1108,Cicely Courtneige,
sm1109,Maggie CousineauArndt,
sm1110,Jerome Cowan,1897
sm1111,Herbert Cowboy Coward,
sm1112,Noel Coward,1899
sm1113,Ruth Cox,
sm1114,Wally Cox,1924
sm1115,Buster Crabbe,1907
sm1116,Donald Crabtree,
sm1117,James Craig,1912
sm1118,Michael Craig,1928
sm1119,Wendy Craig,1934
sm1120,Jack Crain,
sm1121,Jeanne Crain,1925
sm1122,Grant Cramer,
sm1123,Norma Crane,
sm1124,Nick Cravat,1911
sm1125,Frank Craven,1875
sm1126,Gemma Craven,1950
sm1127,Andrew Crawford,1917
sm1128,Broderick Crawford,1910
sm1129,Joan Crawford,1906
sm1130,Michael Crawford,1942
sm1131,Laird Cregar,1916
sm1132,Plett Creighton,
sm1133,Jack Creley,
sm1134,Richard Crenna,1926
sm1135,Robert Crenna,
sm1136,Laura Hope Crews,1880
sm1137,Bernard Cribbins,1928
sm1138,Lou Crisoula,
sm1139,Donald Crisp,1880
sm1140,Linda Cristal,1936
sm1141,Barry Crocker,
sm1142,Dick Crockett,
sm1143,Richard Cromwell,1910
sm1144,Hume Cronyn,1911
sm1145,Bing Crosby,1904
sm1146,Cathy Lee Crosby,
sm1147,Harry Crosby,
sm1148,Kim Crosby,
sm1149,Lindsay Crosby,1938
sm1150,Mary Crosby,
sm1151,Henrietta Crosman,1861
sm1152,Ben Cross,1948
sm1153,Rupert Crosse,1927
sm1154,Scatman Crothers,
sm1155,Pat Crowley,1929
sm1156,Andrew Cruickshank,1907
sm1157,Rosalie Crutchley,1921
sm1158,James Cruze,1884
sm1159,Riccardo Cucciola,1932
sm1160,Macaulay Culkin,1980
sm1161,Roland Culver,1900
sm1162,Dorothy Cumming,
sm1163,Constance Cummings,1910
sm1164,Bob Cummings,1908
sm1165,Quinn Cummings,
sm1166,Susan Cummings,
sm1167,Peggy Cummins,
sm1168,Cecil Cunningham,1888
sm1169,John Cunningham,
sm1170,Alain Cuny,1908
sm1171,Finlay Currie,1878
sm1172,Michael Currie,
sm1173,Sondra Currie,
sm1174,Steve Curry,
sm1175,Valerie Curtin,
sm1176,Alan Curtis,1909
sm1177,Kelly Curtis,
sm1178,Ken Curtis,1916
sm1179,Tony Curtis,1925
sm1180,George Curzon,1896
sm1181,Cyril Cusack,1910
sm1182,Peter Cushing,1913
sm1183,Allan Cuthbertson,1920
sm1184,Zbigniew Cybulski,1927
sm1185,Maryam DAbo,
sm1186,Olivia DAbo,1970
sm1187,Lil Dagover,
sm1188,Arlene Dahl,1924
sm1189,Eva Dahlbeck,1920
sm1190,Dan Daily,1914
sm1191,Irene Daily,
sm1192,Amy Dalby,1888
sm1193,Charles Dale,1881
sm1194,Jennifer Dale,
sm1195,Jim Dale,1935
sm1196,Marcel Dalio,1900
sm1197,John Dall,1918
sm1198,Beatrice Dalle,
sm1199,James Daly,1918
sm1200,Tyne Daly,1947
sm1201,Vic Damone,1929
sm1202,Claude Dampier,1879
sm1203,Bill Dana,
sm1204,Leona Dana,
sm1205,Leora Dana,1923
sm1206,Mara Danaud,
sm1207,Tom dAndrea,
sm1208,Dorothy Dandridge,1923
sm1209,Karl Dane,1886
sm1210,Mirella DAngelo,
sm1211,Henry Daniell,1894
sm1212,Suzanne Danielle,
sm1213,Anthony Daniels,
sm1214,Bebe Daniels,1901
sm1215,Sybil Danning,
sm1216,Royal Dano,1922
sm1217,Ted Danson,1952
sm1218,Michael Dante,1931
sm1219,Helmut Dantine,1917
sm1220,Ray Danton,1931
sm1221,Patti DArbanville,
sm1222,Denise Darcel,1925
sm1223,Alex DArcy,1908
sm1224,Ruth Dardick,
sm1225,Frank Darien,
sm1226,Bobby Darin,1936
sm1227,Linda Darnell,1921
sm1228,Jane Darwell,1880
sm1229,Howard daSilva,1909
sm1230,Jules Dassin,1911
sm1231,Jean Daste,
sm1232,Claude Dauphin,1903
sm1233,Doris Davenport,
sm1234,Harry Davenport,1866
sm1235,Nigel Davenport,1928
sm1236,Thayer David,1926
sm1237,Eileen Davidson,
sm1238,John Davidson,1886
sm1239,William B. Davidson,1888
sm1240,John Howard Davies,1939
sm1241,Lolita Davidovitch,
sm1242,Marion Davies,1897
sm1243,Rupert Davies,1916
sm1244,Bette Davis,1908
sm1245,Clifton Davis,
sm1246,Gene Davis,
sm1247,Joan Davis,1907
sm1248,Larry Davis,
sm1249,Lyndon Davis,
sm1250,Mac Davis,
sm1251,Miles Davis,
sm1252,Nancy Davis,1956
sm1253,Phyllis Davis,
sm1254,Roger Davis,
sm1255,Sammy Davis jr.,1925
sm1256,Sonny Carl Davis,
sm1257,Marjorie Daw,
sm1258,Marpessa Dawn,
sm1259,Anthony Dawson,1916
sm1260,Clayton Day,
sm1261,Dennis Day,
sm1262,Doris Day,1924
sm1263,Frances Day,1908
sm1264,Josette Day,1914
sm1265,Laraine Day,1917
sm1266,Lawrence Day,
sm1267,Marceline Day,
sm1268,Daniel DayLewis,1957
sm1269,Brian Deacon,
sm1270,Richard Deacon,1923
sm1271,Isabel Dean,1918
sm1272,Jimmy Dean,1931
sm1273,Laura Dean,
sm1274,Darcia Deane,
sm1275,Maria DeAragon,
sm1276,Brenda deBanzie,1915
sm1277,Kristine DeBell,
sm1278,John DeBello,
sm1279,Yvonne deBray,1889
sm1280,Nigel deBrulier,1878
sm1281,Rosemary de Camp,1913
sm1282,Yvonne deCarlo,1922
sm1283,Jeanne DeCasalis,1896
sm1284,Pedro DeCordoba,1881
sm1285,Arturo deCordova,1908
sm1286,Ted DeCorsia,1904
sm1287,Frances Dee,1908
sm1288,Sandra Dee,1942
sm1289,Ermelinda deFelice,
sm1290,Eduardo DeFilippo,1900
sm1291,Luca DeFilippo,
sm1292,Peppino DeFillippo,
sm1293,Willem Defoe,
sm1294,Don Defore,1917
sm1295,Louis deFunes,1908
sm1296,Pia Degermark,1949
sm1297,Nicholas DeGunzberg,
sm1298,Gloria deHaven,1924
sm1299,Olivia deHavilland,1916
sm1300,John Dehner,1915
sm1301,Albert Dekker,1905
sm1302,Frank deKova,
sm1303,Marguerite DeLaMotte,1903
sm1304,Suzy Delair,1916
sm1305,Cyril Delevanti,1887
sm1306,Alain Delon,1935
sm1307,Daniele Delorme,1926
sm1308,Carla DelPoggio,
sm1309,Dolores delRio,1905
sm1310,Robert Deman,
sm1311,William Demarest,1892
sm1312,Derrick deMarney,1906
sm1313,Terrence deMarney,1909
sm1314,Maria deMadeiros,
sm1315,Cecil B. DeMille,1881
sm1316,Katherine DeMille,1911
sm1317,Mylene Demongeot,1936
sm1318,Rebecca deMorney,
sm1319,Carol Dempster,1901
sm1320,Maurice Denham,1909
sm1321,Robert deNiro,1943
sm1322,Michael Denison,1915
sm1323,Brian Dennehy,1940
sm1324,Charles Denner,1926
sm1325,Richard Denning,1914
sm1326,Sandy Dennis,1937
sm1327,Raymond Denny,
sm1328,Reginald Denny,1891
sm1329,Bob Denver,1935
sm1330,Rossy dePalma,
sm1331,Elisabeth Depardieu,
sm1332,Gerard Depardieu,1948
sm1333,Frederic dePasquale,
sm1334,Jonny Depp,1963
sm1335,Lya dePutti,1901
sm1336,Emilie Dequenne ,1971
sm1337,John Derek,1926
sm1338,Joe deRita,
sm1339,Richard Derr,1917
sm1340,Cleavant Derricks,
sm1341,Jean Desailly,1920
sm1342,Anne DeSalvo,
sm1343,Joe DeSantis,
sm1344,Vittorio DeSica,1901
sm1345,Ivan Desny,1922
sm1346,Edward DeSouza,1933
sm1347,Ed DeStefane,
sm1348,Ernst Deutsch,1890
sm1349,Andy Devine,1905
sm1350,Danny deVito,
sm1351,Joe Devlin,
sm1352,William Devlin,
sm1353,Patrick Dewaere,
sm1354,Brandon deWilde,1942
sm1355,Colleen Dewhurst,1926
sm1356,William Dewhurst,
sm1357,Billy DeWolf,
sm1358,Francis DeWolff,1913
sm1359,Elliot Dexter,
sm1360,Susan Dey,
sm1361,Cliff DeYoung,1945
sm1362,Khigh Dheigh,1910
sm1363,Selma Diamond,
sm1364,Bobby DiCicco,
sm1365,Lucinda Dickey,
sm1366,Angie Dickinson,1931
sm1367,John Dierkes,1905
sm1368,William Dieterle,1893
sm1369,Anton Diffring,1918
sm1370,Arthur Dignam,
sm1371,Basil Dignam,1905
sm1372,Mark Dignam,1909
sm1373,Bradford Dillman,1930
sm1374,Melinda Dillon,1939
sm1375,Richard Dimbleby,
sm1376,Charles Dingle,1887
sm1377,Celine Dion,1969
sm1378,Piero DiOrio,
sm1379,Dante DiPaolo,
sm1380,Bob Dishy,
sm1381,Divine,
sm1382,Loretta Divine,
sm1383,Richard Dix,1894
sm1384,Donna Dixon,
sm1385,Ivan Dixon,
sm1386,Jean Dixon,1896
sm1387,Gitty Djamal,
sm1388,Joe Dobisch,
sm1389,Tamara Dobson,1947
sm1390,Claire Dodd,1908
sm1391,John Doe,1953
sm1392,Shannon Doherty,1971
sm1393,William Doherty,
sm1394,Faith Domergue,1925
sm1395,Placido Domingo,1940
sm1396,Arturo Dominici,
sm1397,Troy Donahue,1936
sm1398,James Donald,1917
sm1399,Peter Donat,
sm1400,Robert Donat,1905
sm1401,Ludwig Donath,1900
sm1402,Ruth Donelly,
sm1403,Yolande Donlan,1920
sm1404,Brian Donlevy,1899
sm1405,Jeff Donnell,1921
sm1406,Donal Donnelly,
sm1407,Patrice Donnelly,
sm1408,Ruth Donnelly,1896
sm1409,Amanda Donohue,1962
sm1410,Donovan,1919
sm1411,King Donovan,
sm1412,Paul Dooley,1928
sm1413,Robert Doqui,
sm1414,Ann Doran,1914
sm1415,Angela Dorian,
sm1416,Francoise Dorleac,1941
sm1417,Dolores Dorn,1935
sm1418,Philip Dorn,1905
sm1419,Sandra Dorn,1925
sm1420,Diana Dors,1931
sm1421,Fifi DOrsay,1904
sm1422,Gabrielle Dorziat,1880
sm1423,Susana Dosamantes,
sm1424,Roy Dotrice,1923
sm1425,Catherine Doucet,1875
sm1426,Diana Douglas,
sm1427,Donald Douglas,1905
sm1428,Donna Douglas,1933
sm1429,Kent Douglas,
sm1430,Melvyn Douglas,1901
sm1431,Paul Douglas,1907
sm1432,Robert Douglas,1909
sm1433,Robyn Douglas,
sm1434,Sarah Douglas,
sm1435,Billie Dove,1904
sm1436,Peggy Dow,1928
sm1437,Ned Dowd,
sm1438,Doris Dowling,1921
sm1439,Joan Dowling,1929
sm1440,LesleyAnne Down,1954
sm1441,Robert Downey jr.,1965
sm1442,Johnny Downs,1913
sm1443,Betsy Drake,
sm1444,Charles Drake,1914
sm1445,Dona Drake,1920
sm1446,Frances Drake,1908
sm1447,Paul Drake,
sm1448,Tom Drake,1918
sm1449,Patrick Dray,
sm1450,Alfred Drayton,1881
sm1451,Alex Dreier,1916
sm1452,Sonia Dresdel,1909
sm1453,Louise Dresser,1881
sm1454,Marie Dressler,1869
sm1455,Ellen Drew,1915
sm1456,Georgiana Drew,
sm1457,Richard Dreyfuss,1948
sm1458,Bobby Driscoll,1937
sm1459,Kate Driver,1969
sm1460,Joanne Dru,1923
sm1461,Don Dubbins,1929
sm1462,Davd Duchovny,1960
sm1463,Lesley Dudley,
sm1464,Pete Duel,1940
sm1465,Howard Duff,1917
sm1466,Julia Duffy,1951
sm1467,Patrick Duffy,
sm1468,Tom Dugan,1889
sm1469,Andrew Duggan,1923
sm1470,Richard Duggan,
sm1471,David Dukes,
sm1472,Keir Dullea,1936
sm1473,Jane Dulo,
sm1474,Sandra Dumas,
sm1475,Gerald duMaurier,
sm1476,Douglass Dumbrille,1890
sm1477,Ralph Dumke,1900
sm1478,Margaret Dumont,1889
sm1479,Dixie Dunbar,1919
sm1480,Archie Duncan,1914
sm1481,Carmen Duncan,
sm1482,Isadora Duncan,
sm1483,Mary Duncan,1903
sm1484,Sandy Duncan,1946
sm1485,Victor Dunlop,
sm1486,Emma Dunn,1875
sm1487,James Dunn,1905
sm1488,Liam Dunn,
sm1489,Michael Dunn,1935
sm1490,Irene Dunne,1901
sm1491,Steve Dunne,
sm1492,Mildred Dunnock,1904
sm1493,Don Dunphy,
sm1494,Minnie Dupree,1873
sm1495,Ann Duprey,
sm1496,June Duprez,1918
sm1497,Paul Dupuis,1916
sm1498,Jimmy Durante,1893
sm1499,Anthony Durbee,
sm1500,Deanna Durbin,1921
sm1501,Monique Dury,
sm1502,Dan Duryea,1907
sm1503,Shelley Duvall,1949
sm1504,Ann Dvorak,1912
sm1505,Peter Dvorsky,
sm1506,Leslie Dwyer,1906
sm1507,Franklin Dyall,1874
sm1508,Valentine Dyall,1908
sm1509,Cameron Dye,
sm1510,Bob Dylan,
sm1511,Richard Dysart,
sm1512,William Dysart,
sm1513,George Dzunda,
sm1514,Marilyn Eastman,
sm1515,Alison Eastwood,
sm1516,Francesca Eastwood,1994
sm1517,Kimber Eastwood,
sm1518,Kyle Eastwood,
sm1519,Mary Eaton,1901
sm1520,Shirley Eaton,
sm1521,Horst Ebersberg,
sm1522,Buddy Ebsen,1908
sm1523,Maude Eburne,1875
sm1524,Eileen Eckhart,
sm1525,Gosta Eckman sr.,
sm1526,Gosta Eckman,
sm1527,Hasse Eckman,1915
sm1528,Hallie Eckstein,
sm1529,Helen Jerome Eddy,1897
sm1530,Nelson Eddy,1901
sm1531,Herb Edelman,1930
sm1532,Barbara Eden,1934
sm1533,Elizabeth Edmonds,
sm1534,Cliff Edwards,1895
sm1535,Henry Edwards,1882
sm1536,James Edwards,1922
sm1537,Jennifer Edwards,
sm1538,Luke Edmonds,
sm1539,Snitz Edwards,
sm1540,Vince Edwards,1928
sm1541,Eddie Egan,1924
sm1542,Richard Egan,1921
sm1543,Julie Ege,1943
sm1544,Samantha Eggar,1939
sm1545,Jill Eikenberry,1947
sm1546,Lisa Eilbacher,
sm1547,Janet Eilber,
sm1548,Sally Eilers,1908
sm1549,Anthony Eisley,
sm1550,Ike Eisenmann,
sm1551,Anita Ekberg,1931
sm1552,Britt Ekland,1942
sm1553,Jack Elam,1916
sm1554,John Eldredge,1917
sm1555,Florence Eldridge,1901
sm1556,Duke Ellington,
sm1557,Laura Elliot,1929
sm1558,Biff Elliott,
sm1559,Denholm Elliott,1922
sm1560,Frank Elliott,
sm1561,Robert Elliott,1879
sm1562,Stephen Elliott,
sm1563,Wild Bill Elliott,1904
sm1564,Edward Ellis,1872
sm1565,Mary Ellis,1900
sm1566,Patricia Ellis,1916
sm1567,Robin Ellis,
sm1568,Art Ellison,
sm1569,Frank Ellison,1910
sm1570,James Ellison,1910
sm1571,Isobel Elsom,1893
sm1572,Sallee Elyse,
sm1573,Faye Emerson,1917
sm1574,Hope Emerson,1897
sm1575,Roy Emerton,1892
sm1576,Dick Emery,1918
sm1577,Gilbert Emery,1875
sm1578,Robert Emhardt,1916
sm1579,Michael Emil,
sm1580,Fred Emney,1900
sm1581,Rene Enriquez,1932
sm1582,Henry Ephron,1911
sm1583,Margaret Eppie,1930
sm1584,Richard Erdmann,1925
sm1585,Doc Erickson,
sm1586,Leif Erickson,1911
sm1587,John Ericson,1927
sm1588,Krista Errickson,
sm1589,Leon Errol,1881
sm1590,Howard Erskine,
sm1591,Stuart Erwin,1903
sm1592,Carl Esmond,1905
sm1593,Jill Esmond,1908
sm1594,David Essex,1947
sm1595,Shari Eubank,
sm1596,Barry Evans,1945
sm1597,Clifford Evans,1912
sm1598,Dale Evans,1912
sm1599,Dame Edith Evans,1888
sm1600,Gene Evans,1922
sm1601,Linda Evans,1943
sm1602,Maurice Evans,1901
sm1603,Michael Evans,
sm1604,Rex Evans,1903
sm1605,Robert Evans,1930
sm1606,Judith Evelyn,1913
sm1607,Barbara Everest,1890
sm1608,Chad Everett,1937
sm1609,Trish Everly,
sm1610,Jason Evers,1922
sm1611,John Ewart,
sm1612,Tom Ewell,1909
sm1613,Richard Eyer,
sm1614,William Eythe,1918
sm1615,Francoise Fabian,1935
sm1616,Fabio,1961
sm1617,Nanette Fabray,1920
sm1618,Aldo Fabrizi,1905
sm1619,Douglas Fairbanks sr,1883
sm1620,Douglas Fairbanks jr.,1909
sm1621,Sydney Fairbrother,1873
sm1622,Morgan Fairchild,1950
sm1623,Adam Faith,1940
sm1624,Eduardo Fajardo,
sm1625,Lola Falana,
sm1626,Fabray Falconetti,
sm1627,Deborah Fallender,
sm1628,Dennis Lee Falt,
sm1629,Sergio Fantoni,1930
sm1630,Daniel Faraldo,
sm1631,Amy Farber,
sm1632,Maria Farebrother,
sm1633,Violet Farebrother,
sm1634,James Farentino,1938
sm1635,Antonio Fargas,
sm1636,Chris Farley,1964
sm1637,Frances Farmer,1914
sm1638,Mimsy Farmer,1945
sm1639,Richard Farnsworth,
sm1640,Dustin Farnum,
sm1641,Franklyn Farnum,1876
sm1642,William Farnum,1876
sm1643,Derek Farr,1912
sm1644,Felicia Farr,
sm1645,Jamie Farr,
sm1646,David Farrar,1908
sm1647,Geraldine Farrar,1882
sm1648,Charles Farrell,1901
sm1649,Glenda Farrell,1904
sm1650,Nick Farrell,
sm1651,Sharon Farrell,
sm1652,Stephanie Farrow,
sm1653,Tisa Farrow,
sm1654,Rainer Fassbinder,1945
sm1655,Graham Faulkner,
sm1656,James Faulkner,
sm1657,Farrah Fawcett,1947
sm1658,Michelle Fawden,
sm1659,Alice Faye,1912
sm1660,Frank Faylen,1907
sm1661,Louise Fazenda,1895
sm1662,Lynne Federicks,
sm1663,Birgitte Federspiel,
sm1664,Bekim Fehmiu,1932
sm1665,Frances Feist,
sm1666,Fritz Feld,1900
sm1667,Marty Feldman,1933
sm1668,Barbara Feldon,1939
sm1669,Maria Felix,1915
sm1670,Norman Fell,1928
sm1671,Rockliffe Fellowes,1885
sm1672,Edith Fellows,1923
sm1673,Hansjoerg Felmy,1931
sm1674,Verna Felton,1890
sm1675,Sylvie Fennec,
sm1676,Willie Fennell,
sm1677,Frank Fenton,1906
sm1678,Irine Fenwick,
sm1679,Pamelyn Ferdin,
sm1680,Elsie Ferguson,1883
sm1681,Frank Ferguson,1899
sm1682,Jane Ferguson,
sm1683,Fernandel,1903
sm1684,Wilhelmina Fernandez,
sm1685,Conchata Ferrell,1943
sm1686,Jose Ferrer,1909
sm1687,Mel Ferrer,1917
sm1688,Benoit Ferreux,1955
sm1689,Noel Ferrier,
sm1690,Lou Ferrigno,
sm1691,Gabrielle Ferzetti,1925
sm1692,Stepin Fetchit,1898
sm1693,Edwige Feuillere,1907
sm1694,Lewis Fiander,1938
sm1695,John Fiedler,1925
sm1696,Betty Field,1918
sm1697,Karen Field,
sm1698,Mary Field,1905
sm1699,Shirley Anne Field,1938
sm1700,Sid Field,1904
sm1701,Virginia Field,1917
sm1702,Edward Fielding,
sm1703,Fenella Fielding,1930
sm1704,Margaret Fielding,
sm1705,Marjorie Fielding,1892
sm1706,Charles Fields,
sm1707,Gracie Fields,1898
sm1708,W.C. Fields,
sm1709,Tom Filer,
sm1710,Dennis Fimple,
sm1711,Flora Finch,1869
sm1712,Jon Finch,1941
sm1713,Peter Finch,1916
sm1714,Larry Fine,1911
sm1715,T.G. Finkbinder,
sm1716,James Finlayson,1877
sm1717,William Finley,
sm1718,Warren Finnerty,
sm1719,Shirley Jo Finney,
sm1720,Elena Fiore,
sm1721,Eddie Firestone,
sm1722,Peter Firth,1953
sm1723,O.W. Fischer,1915
sm1724,Larry Fishburne,
sm1725,Carrie Fisher,1956
sm1726,Cindy Fisher,
sm1727,Eddie Fisher,1928
sm1728,Minnie Maddern Fiske,1866
sm1729,Barry Fitzgerald,1888
sm1730,Ella Fitzgerald,1918
sm1731,Geraldine Fitzgerald,1912
sm1732,Walter Fitzgerald,1896
sm1733,Paul Fix,1901
sm1734,Fannie Flagg,
sm1735,Steve Flagg,
sm1736,Kirsten Flagstad,1895
sm1737,Ed Flanders,1934
sm1738,Susan Flannery,1943
sm1739,James Flavin,1906
sm1740,Rhonda Fleming,1922
sm1741,Cyril Fletcher,1913
sm1742,Jay C. Flippen,1898
sm1743,George "Buck" Flower,
sm1744,Darlanne Fluegel,1958
sm1745,Joel Fluellen,
sm1746,Errol Flynn,1909
sm1747,Joe Flynn,1924
sm1748,Nina Foch,1924
sm1749,Henry Fonda,1905
sm1750,Jane Fonda,1937
sm1751,Leo Fong,
sm1752,Joan Fontaine,1917
sm1753,Genevieve Fontanel,
sm1754,Margot Fonteyn,
sm1755,Dick Foran,1910
sm1756,Bryan Forbes,1926
sm1757,Mary Forbes,1882
sm1758,Ralph Forbes,1902
sm1759,David Ford,
sm1760,Dorothy Ford,1923
sm1761,Francis Ford,1883
sm1762,Glenn Ford,1916
sm1763,Paul Ford,1901
sm1764,Wallace Ford,1897
sm1765,Deborah Foreman,
sm1766,Mark Forest,1933
sm1767,George Formby,1905
sm1768,Frederic Forrest,
sm1769,Mike Forrest,
sm1770,Steve Forrest,1924
sm1771,Constance Forslund,
sm1772,Rudolph Forster,1884
sm1773,Bruce Forsyth,1927
sm1774,Rosemary Forsyth,1944
sm1775,Henderson Forsythe,
sm1776,John Forsythe,1918
sm1777,Nick Apollo Forte,
sm1778,Brigitte Fossey,1945
sm1779,Barry Foster,1931
sm1780,Dianne Foster,1928
sm1781,Julia Foster,1941
sm1782,Meg Foster,
sm1783,Norman Foster,1900
sm1784,Phil Foster,
sm1785,Preston Foster,1901
sm1786,Robert Foster,
sm1787,Susanna Foster,1924
sm1788,Byron Foulger,1900
sm1789,Susannah Fowle,
sm1790,Harry Fowler,1926
sm1791,Douglas Fowley,1911
sm1792,Bernard Fox,
sm1793,Edward Fox,1937
sm1794,Sidney Fox,1910
sm1795,William Fox,1879
sm1796,Red Foxx,1922
sm1797,Eddie Foy jr.,1905
sm1798,C.V. France,1868
sm1799,Rolla France,
sm1800,Victor Francen,1888
sm1801,Anthony Franciosa,1928
sm1802,Alec B. Francis,1869
sm1803,Anne Francis,1930
sm1804,Arlene Francis,1908
sm1805,Connie Francis,1938
sm1806,Eve Francis,
sm1807,Ivor Francis,
sm1808,Kay Francis,1899
sm1809,Robert Francis,1930
sm1810,James Franciscus,1934
sm1811,Don Francks,1932
sm1812,Jacques Francois,
sm1813,Ben Frank,
sm1814,Charles Frank,1910
sm1815,Richard Frank,
sm1816,Steve Franken,
sm1817,Paul Frankeur,
sm1818,Aretha Franklin,
sm1819,Pamela Franklin,1949
sm1820,James Franks,
sm1821,Arthur Franz,1920
sm1822,Eduard Franz,1902
sm1823,Bill Fraser,
sm1824,John Fraser,1931
sm1825,Liz Fraser,1933
sm1826,Richard Fraser,1913
sm1827,Ronald Fraser,1930
sm1828,William Frawley,1887
sm1829,Robert Frazer,
sm1830,Sheila Frazer,
sm1831,Lynn Frederick,
sm1832,Pauline Frederick,1883
sm1833,Vicki Frederick,
sm1834,Alan Freed,
sm1835,Bert Freed,
sm1836,Paul Freedman,
sm1837,Al Freeman jr,1934
sm1838,Amy Freeman,
sm1839,Howard Freeman,1899
sm1840,Kathleen Freeman,1919
sm1841,Mona Freeman,1926
sm1842,Morna Freeman,
sm1843,Leslie French,1899
sm1844,Pierre Fresnay,1897
sm1845,Leonard Frey,1938
sm1846,Sauri Frey,
sm1847,Jonathan Frid,1925
sm1848,Blanche Friderici,1878
sm1849,Steve Friedman,
sm1850,John Friedrich,
sm1851,Philip Friend,1915
sm1852,Willy Fritsch,1901
sm1853,Gert Frobe,1913
sm1854,Gustav Froehlich,
sm1855,Dwight Frye,1899
sm1856,Eric Fryer,
sm1857,Alan Fudge,
sm1858,Dale Fuller,
sm1859,Dolores Fuller,
sm1860,Lance Fuller,
